tag,chosen,early_adaptive_ba,early_adaptive_f1,late_adaptive_ba,late_adaptive_f1,w0_ba,w0_f1,w05_ba,w05_f1
PD-252|seed|0,"[(0.0, 0.0), (0.3, 0.1), (0.1, 0.0), (0.2, 0.0), (0.0, 0.0)]",0.7389721705511179,0.740553292062064,0.725600904548273,0.7212506245653806,0.7409855199328883,0.7363088996236555,0.7465705584126636,0.756381020034478
PD-252|seed|1,"[(0.2, 0.0), (0.3, 0.0), (0.0, 0.0), (0.0, 0.0), (0.1, 0.1)]",0.7446739249370828,0.7415217853247331,0.7551400590874275,0.7531016114806969,0.7497346536820221,0.7449862086284519,0.7410110515373672,0.754544988277611
PD-252|seed|2,"[(0.7, 0.1), (0.2, 0.1), (0.4, 0.0), (0.1, 0.0), (0.2, 0.0)]",0.7542628661049714,0.7643876738744654,0.7516540832330307,0.7502271913878958,0.7567148119779699,0.7532589946800472,0.7436426304847357,0.7586357016255201
PD-252|seed|3,"[(0.0, 0.0), (0.5, 0.0), (0.2, 0.1), (0.0, 0.0), (0.1, 0.1)]",0.7364718969982127,0.7403068462536782,0.7442353284458548,0.748523722891366,0.7362694678484153,0.7360435996583824,0.7305449173870227,0.7416571638136488
PD-252|seed|4,"[(0.3, 0.1), (0.2, 0.0), (0.1, 0.1), (0.0, 0.0), (0.3, 0.1)]",0.7545592150855309,0.7582454135152813,0.7412590728380202,0.738713649246675,0.7359959149432834,0.7310838751954135,0.757239121712806,0.7731347876275413
PD-252|seed|5,"[(0.2, 0.0), (0.4, 0.0), (0.1, 0.2), (0.2, 0.1), (0.3, 0.2)]",0.7309123901229164,0.7367198412379155,0.7279133384396541,0.7380226860184667,0.7173988766094029,0.7173701383846312,0.7279133384396542,0.7369306914234451
PD-252|seed|6,"[(0.0, 0.0), (0.0, 0.0), (0.3, 0.0), (0.0, 0.0), (0.5, 0.3)]",0.7310664915928073,0.7338931670894514,0.7181110260057629,0.7184597614409427,0.7149925228872598,0.7097546983880536,0.72784221468432,0.736622244354867
PD-252|seed|7,"[(0.0, 0.0), (0.2, 0.2), (0.0, 0.0), (0.3, 0.0), (0.0, 0.0)]",0.7174927964401648,0.7095973470973471,0.7097293649925229,0.704059829059829,0.7070977860451546,0.7000735375735376,0.7485611117190065,0.7608045778120601
PD-252|seed|8,"[(0.1, 0.0), (0.5, 0.3), (0.0, 0.0), (0.1, 0.3), (0.1, 0.1)]",0.7224596053543422,0.7203368557316752,0.72017270306744,0.7227300523745213,0.7197569026516394,0.7185913097084293,0.7464994346573295,0.7563434672025799
PD-252|seed|9,"[(0.0, 0.0), (0.0, 0.0), (0.1, 0.0), (0.3, 0.2), (0.6, 0.1)]",0.7158952474741949,0.7198548944945646,0.7104898420687895,0.7116503797111026,0.7104898420687895,0.7116503797111026,0.722852609694715,0.733420591753925
PD-252|seed|10,"[(0.1, 0.0), (0.6, 0.2), (0.0, 0.1), (0.3, 0.1), (0.4, 0.2)]",0.7544279096910675,0.7530347874382962,0.7492249334354597,0.7506982583634454,0.7409855199328883,0.7351818119564066,0.7409399277820331,0.7531455899089838
PD-252|seed|11,"[(0.1, 0.0), (0.0, 0.0), (0.1, 0.0), (0.4, 0.1), (0.6, 0.3)]",0.7370299449246817,0.7480093214128302,0.7393879709669184,0.7451678036152922,0.7362694678484152,0.7354187270853938,0.7333187438450597,0.7482122790341466
PD-252|seed|12,"[(0.0, 0.0), (0.2, 0.2), (0.2, 0.0), (0.3, 0.1), (0.2, 0.0)]",0.7281385636648794,0.7353725771150387,0.7306990188569136,0.7391264613221088,0.7331281686544845,0.7386075358031832,0.7224851369588212,0.7373557985471895
PD-252|seed|13,"[(0.0, 0.0), (0.2, 0.0), (0.0, 0.0), (0.0, 0.0), (0.2, 0.1)]",0.7303543421964476,0.7336780630258891,0.7303543421964476,0.7336780630258891,0.7249489367910422,0.7261293054771316,0.7277710909289856,0.7382925185251412
PD-252|seed|14,"[(0.0, 0.1), (0.2, 0.1), (0.1, 0.1), (0.0, 0.2), (0.3, 0.1)]",0.7466644782434255,0.7472443172311086,0.7496407338512603,0.7572546582346004,0.738698617645986,0.7353008300376722,0.7598707006601744,0.7773297879723986
PD-252|seed|15,"[(0.1, 0.0), (0.5, 0.2), (0.3, 0.2), (0.0, 0.0), (0.1, 0.3)]",0.7304254659517817,0.7345490189668272,0.7361755480176534,0.7477244977244977,0.7275914578546157,0.7260133353521961,0.7486322354743408,0.7611522437489711
PD-252|seed|16,"[(0.0, 0.0), (0.5, 0.3), (0.2, 0.1), (0.1, 0.0), (0.5, 0.2)]",0.7442353284458546,0.7485736953105374,0.7365430207535469,0.7403468273275717,0.7438906517853886,0.743053391053391,0.7415098296677243,0.7534842934842936
PD-252|seed|17,"[(0.3, 0.2), (0.4, 0.1), (0.3, 0.0), (0.4, 0.2), (0.3, 0.2)]",0.736543020753547,0.742087803317399,0.7416748732538206,0.7468319598880396,0.7331509647299121,0.7297180915672499,0.7361755480176533,0.7462940003513643
PD-252|seed|18,"[(0.2, 0.0), (0.5, 0.2), (0.0, 0.0), (0.3, 0.1), (0.1, 0.2)]",0.7331281686544844,0.7353746785498757,0.7280674399095453,0.7342844023355731,0.7146961739067003,0.7144847094658907,0.7215705584126637,0.7317966587894125
PD-252|seed|19,"[(0.0, 0.0), (0.1, 0.0), (0.4, 0.0), (0.0, 0.2), (0.1, 0.0)]",0.7441642046905205,0.7466854636591478,0.7443775759565233,0.7495224192592613,0.7439617755407228,0.7426122123490544,0.7526169894590946,0.7648145387180475
PD-252|seed|20,"[(0.0, 0.0), (0.4, 0.1), (0.1, 0.0), (0.3, 0.1), (0.1, 0.1)]",0.738972170551118,0.7392362321505689,0.7339114418061786,0.7349956556538948,0.720611299558668,0.715974839263777,0.7382372250793303,0.7489628556180566
PD-252|seed|21,"[(0.1, 0.0), (0.4, 0.1), (0.6, 0.2), (0.0, 0.0), (0.5, 0.1)]",0.735392274865959,0.7462574644373107,0.7439508334245175,0.7490317358895213,0.7334245176350439,0.7325960841277827,0.7595260239997083,0.7722296712473353
PD-252|seed|22,"[(0.1, 0.0), (0.3, 0.2), (0.1, 0.2), (0.0, 0.0), (0.3, 0.1)]",0.7359731188678558,0.7402080700326314,0.7462258817521976,0.750938512530241,0.7356284422073897,0.7353494630161297,0.7332476200897254,0.7473283923109643
PD-252|seed|23,"[(0.0, 0.0), (0.2, 0.1), (0.1, 0.0), (0.5, 0.1), (0.5, 0.2)]",0.7320403399350768,0.744759965557067,0.7161688003793267,0.7247229680195021,0.7261480103585367,0.7292901064518172,0.7392940511361565,0.7581216247520596
