study,cohort,index,secs,chosen,E-RBF/s_ba,fused w=0.5/s_ba,record/s_ba,MKL fl=0.00 w=0.0/s_ba,MKL fl=0.00 w=0.1/s_ba,MKL fl=0.00 w=0.2/s_ba,MKL fl=0.00 w=0.3/s_ba,MKL fl=0.00 w=0.4/s_ba,MKL fl=0.00 w=0.5/s_ba,MKL fl=0.25 w=0.0/s_ba,MKL fl=0.25 w=0.1/s_ba,MKL fl=0.25 w=0.2/s_ba,MKL fl=0.25 w=0.3/s_ba,MKL fl=0.25 w=0.4/s_ba,MKL fl=0.25 w=0.5/s_ba,MKL fl=0.50 w=0.0/s_ba,MKL fl=0.50 w=0.1/s_ba,MKL fl=0.50 w=0.2/s_ba,MKL fl=0.50 w=0.3/s_ba,MKL fl=0.50 w=0.4/s_ba,MKL fl=0.50 w=0.5/s_ba,E-RBF/q_ba,fused w=0.5/q_ba,record/q_ba,MKL fl=0.00 w=0.0/q_ba,MKL fl=0.00 w=0.1/q_ba,MKL fl=0.00 w=0.2/q_ba,MKL fl=0.00 w=0.3/q_ba,MKL fl=0.00 w=0.4/q_ba,MKL fl=0.00 w=0.5/q_ba,MKL fl=0.25 w=0.0/q_ba,MKL fl=0.25 w=0.1/q_ba,MKL fl=0.25 w=0.2/q_ba,MKL fl=0.25 w=0.3/q_ba,MKL fl=0.25 w=0.4/q_ba,MKL fl=0.25 w=0.5/q_ba,MKL fl=0.50 w=0.0/q_ba,MKL fl=0.50 w=0.1/q_ba,MKL fl=0.50 w=0.2/q_ba,MKL fl=0.50 w=0.3/q_ba,MKL fl=0.50 w=0.4/q_ba,MKL fl=0.50 w=0.5/q_ba,MKL nested/s_ba,MKL nested/q_ba,MKL nested+prep_ba,baseline nested+prep_ba,E-RBF/s_f1,fused w=0.5/s_f1,record/s_f1,MKL fl=0.00 w=0.0/s_f1,MKL fl=0.00 w=0.1/s_f1,MKL fl=0.00 w=0.2/s_f1,MKL fl=0.00 w=0.3/s_f1,MKL fl=0.00 w=0.4/s_f1,MKL fl=0.00 w=0.5/s_f1,MKL fl=0.25 w=0.0/s_f1,MKL fl=0.25 w=0.1/s_f1,MKL fl=0.25 w=0.2/s_f1,MKL fl=0.25 w=0.3/s_f1,MKL fl=0.25 w=0.4/s_f1,MKL fl=0.25 w=0.5/s_f1,MKL fl=0.50 w=0.0/s_f1,MKL fl=0.50 w=0.1/s_f1,MKL fl=0.50 w=0.2/s_f1,MKL fl=0.50 w=0.3/s_f1,MKL fl=0.50 w=0.4/s_f1,MKL fl=0.50 w=0.5/s_f1,E-RBF/q_f1,fused w=0.5/q_f1,record/q_f1,MKL fl=0.00 w=0.0/q_f1,MKL fl=0.00 w=0.1/q_f1,MKL fl=0.00 w=0.2/q_f1,MKL fl=0.00 w=0.3/q_f1,MKL fl=0.00 w=0.4/q_f1,MKL fl=0.00 w=0.5/q_f1,MKL fl=0.25 w=0.0/q_f1,MKL fl=0.25 w=0.1/q_f1,MKL fl=0.25 w=0.2/q_f1,MKL fl=0.25 w=0.3/q_f1,MKL fl=0.25 w=0.4/q_f1,MKL fl=0.25 w=0.5/q_f1,MKL fl=0.50 w=0.0/q_f1,MKL fl=0.50 w=0.1/q_f1,MKL fl=0.50 w=0.2/q_f1,MKL fl=0.50 w=0.3/q_f1,MKL fl=0.50 w=0.4/q_f1,MKL fl=0.50 w=0.5/q_f1,MKL nested/s_f1,MKL nested/q_f1,MKL nested+prep_f1,baseline nested+prep_f1
seed,PD-252,4,26.6,MKL fl=0.00 w=0.0/q|MKL fl=0.50 w=0.0/q|MKL fl=0.00 w=0.5/s|MKL fl=0.00 w=0.0/s|MKL fl=0.50 w=0.4/q,0.7359959149432834,0.757239121712806,0.7608837582521794,0.7591439617755407,0.7591439617755407,0.7618466644782435,0.7724441040230513,0.7673833752781121,0.767158150052887,0.7538096801254696,0.7674772951088741,0.7651192690666375,0.7784194113141482,0.7677991756939126,0.770430754641281,0.7595114345114344,0.7647745924061715,0.7644071196702775,0.7777783856731226,0.7674544990334464,0.7628095707043077,0.7580871357187148,0.7736513841776999,0.7889274902432797,0.8084992887624466,0.8084992887624466,0.7951052266841742,0.7924736477368057,0.7951052266841742,0.7874129189918665,0.800094831673779,0.8001659554291134,0.7898420687894373,0.7951052266841742,0.7977368056315426,0.7921061750009118,0.797534376481745,0.797534376481745,0.7872104898420689,0.7924736477368057,0.7868430171061751,0.7894745960535434,0.7615503154976839,0.797534376481745,0.7892010431484116,0.7686134515081884,0.7310838751954135,0.7731347876275413,0.7396275435098965,0.7512244853297485,0.7512244853297485,0.7555122810697054,0.7709073070963104,0.7676194009691087,0.7741318167135738,0.743868865261906,0.7584583616869125,0.7594348054348055,0.7784817223792688,0.7736934200148289,0.7774890121497166,0.7460831490831492,0.7541062821062822,0.7593108158682401,0.7793247220615641,0.7684272861641281,0.771246046181628,0.7469857494379106,0.7739954214475826,0.7705251015930701,0.7935197627252423,0.7935197627252423,0.785268154473634,0.7816022028076823,0.785268154473634,0.7787693199747995,0.7867336343882169,0.7870998043052838,0.7773975653398869,0.785268154473634,0.7890561286826608,0.7865193630191089,0.7827897464162785,0.7827897464162785,0.7730506782561578,0.7808137044402365,0.7785267513422867,0.7825325662748751,0.7614099409362568,0.7829768241823036,0.7761522627787949,0.7627357651879263
seed,PD-252,0,26.6,MKL fl=0.25 w=0.2/q|MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.0/q|MKL fl=0.50 w=0.2/s|MKL fl=0.25 w=0.5/q,0.7409855199328883,0.7465705584126636,0.7608837582521794,0.7620718897034686,0.7726693292482766,0.7806351898457161,0.7859694714957873,0.7836114454535508,0.7752781121202175,0.7647745924061713,0.7726693292482766,0.7729428821534085,0.7756455848561112,0.772646533172849,0.7649542254805413,0.7615849655323339,0.7618585184374658,0.77031130320604,0.7646806725754095,0.7700149542254806,0.7598934967356021,0.7578135828135828,0.7710198052303315,0.7889274902432797,0.8011033300506984,0.8011033300506984,0.7926988729620309,0.7953304519093993,0.79026972316446,0.7872706714811979,0.8031650071123755,0.8031650071123755,0.8031650071123755,0.7973921289710764,0.7896998212787687,0.7919639274902434,0.7844366633840318,0.7844366633840318,0.7871393660867346,0.789770945034103,0.779079585658533,0.7760094102199366,0.762049093628041,0.8011033300506984,0.8011033300506984,0.7626381442170918,0.7363088996236555,0.756381020034478,0.7396275435098965,0.7498040263582884,0.765329443730842,0.7777744886446444,0.7857660516201891,0.7869342471574197,0.780407931367946,0.7542717857734003,0.765329443730842,0.7695807683456609,0.7739147257688632,0.7762675804907528,0.7689667170986982,0.7449234649234648,0.7491087328146152,0.765889301097741,0.7635084758626134,0.7720554240834746,0.7655022937949795,0.7411584661584661,0.7697907839797872,0.7705251015930701,0.7817263858142182,0.7817263858142182,0.7758878097701627,0.7802864111687641,0.777349128424657,0.778756277398556,0.7859052073968483,0.7859052073968483,0.7859052073968483,0.7840063280941605,0.7778075268953593,0.7864071460617286,0.7692401711751558,0.7692401711751558,0.7732793043599864,0.7772543563350384,0.7721306415516942,0.7725624974320627,0.7611772308404546,0.7817263858142182,0.7817263858142182,0.7531857229225649
seed,PD-252,3,26.7,MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.1/q|MKL fl=0.25 w=0.0/q|MKL fl=0.00 w=0.4/q,0.7362694678484153,0.7305449173870227,0.7608837582521794,0.7853512419301893,0.7854223656855236,0.7754431557063137,0.7757167086114455,0.7680244009191378,0.7707271036218406,0.7800169602801181,0.7827196629828208,0.7853512419301893,0.7807774373563847,0.7861117190064558,0.770086077980815,0.7773853813327497,0.7800169602801181,0.7827196629828208,0.7754431557063136,0.7834801400590875,0.7727887806835175,0.7527528540686437,0.763766094029252,0.7889274902432797,0.8036036036036036,0.806235182550972,0.8088667614983404,0.7923314002261371,0.7976656818762082,0.8029288397709451,0.7979018492176387,0.7922000948316738,0.7922000948316738,0.7976656818762082,0.8002972608235766,0.8002972608235766,0.786936936936937,0.786936936936937,0.7949027975343765,0.7977368056315426,0.7951052266841742,0.7920350512455776,0.795817376080534,0.8036036036036036,0.8036036036036036,0.7581582594740489,0.7360435996583824,0.7416571638136488,0.7396275435098965,0.7739256725802551,0.7742091966582999,0.7688859543381156,0.7740393593890671,0.7667764012868135,0.7711103587100159,0.7662292062621994,0.7704759145089076,0.7744070360189763,0.7772037493927527,0.7852805901781367,0.7720617639593106,0.762830223536106,0.7666181977451328,0.7704759145089076,0.768984832142727,0.7813494686680678,0.7765221040991278,0.7384089261183032,0.7590752889485027,0.7705251015930701,0.7800067231049699,0.7835691694165895,0.7872351210825412,0.7805893354140098,0.7887270366974087,0.7972258756525811,0.7776765339100639,0.7751364262877644,0.7753046565381865,0.7887270366974087,0.7929316741652042,0.7930212381847858,0.7673474944988327,0.7673474944988327,0.7790017722072516,0.7887826127249342,0.7848514912148655,0.7860566194199936,0.7850296218717272,0.7800067231049699,0.7800067231049699,0.7468508659843538
seed,PD-252,1,26.7,MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.0/q|MKL fl=0.50 w=0.0/q|MKL fl=0.50 w=0.0/q|MKL fl=0.00 w=0.3/q,0.7497346536820221,0.7410110515373672,0.7608837582521794,0.7833716307400519,0.7833716307400519,0.7856357369515264,0.7962331764963345,0.7938040266987635,0.7992805558595032,0.7723355947040158,0.7803725790567897,0.7859092898566583,0.7938751504540977,0.7888855454644929,0.7915171244118613,0.7670013130539446,0.7775987525987527,0.780503884451253,0.7938751504540977,0.7965778531568005,0.7965778531568005,0.7674964438122334,0.7760805339752708,0.7889274902432797,0.8084992887624466,0.8084992887624466,0.8084992887624466,0.8084992887624466,0.8111308677098151,0.7951052266841742,0.7948316737790423,0.7948316737790423,0.8001659554291132,0.8028686581318158,0.8028686581318158,0.7978079293868767,0.8025951052266842,0.797534376481745,0.797534376481745,0.797534376481745,0.7922712185870081,0.783570412517781,0.7856357369515266,0.7949027975343765,0.7949027975343765,0.7674964438122334,0.7449862086284519,0.754544988277611,0.7396275435098965,0.7659560624123685,0.7658609031716457,0.7759512717515602,0.7914205924890856,0.7926448577133509,0.8023573174099491,0.7561148844149023,0.7684973458765816,0.7808231898916832,0.7930930311615244,0.7902686695504987,0.7940672043490336,0.7487559051454147,0.7638514662725189,0.7722631006740596,0.7930930311615244,0.7975316276527524,0.7975316276527524,0.7503477541233734,0.7726456557042243,0.7705251015930701,0.7935197627252423,0.7935197627252423,0.7935197627252423,0.7935197627252423,0.7973077369342692,0.7848514912148655,0.7789706082041381,0.7789706082041381,0.7869127265392587,0.7912005222792156,0.7912005222792156,0.7891392869548224,0.7852416643649519,0.7827897464162785,0.7827897464162785,0.7827897464162785,0.7750207617075826,0.7732631204470769,0.7754149754149754,0.7792905704138582,0.7792905704138582,0.7503477541233734
seed,PD-252,2,26.8,MKL fl=0.00 w=0.2/q|MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.5/s|MKL fl=0.50 w=0.1/q|MKL fl=0.00 w=0.0/q,0.7567148119779699,0.7436426304847357,0.7608837582521794,0.7476319436845753,0.7556689280373492,0.7610032096874202,0.7562160338476128,0.7668134733924209,0.7695161760951235,0.7317604041288253,0.7425000911843018,0.7481079257395047,0.7614791917423496,0.7668134733924208,0.7644554473501843,0.7497765984608089,0.7477632490790386,0.7558713571871467,0.7534422073895758,0.7587764890396469,0.7670870262975527,0.760374038005617,0.7710909289856658,0.7889274902432797,0.7979729729729731,0.8006045519203413,0.8032361308677098,0.8084992887624466,0.7918326220957801,0.7790795856585332,0.7972608235766131,0.7895685158843053,0.7895685158843054,0.7892010431484116,0.7892010431484116,0.7764480067111647,0.7946292446292447,0.7916301929459825,0.7839378852536748,0.7892010431484116,0.7865694642010432,0.7785096837728417,0.7563582813582814,0.7892010431484116,0.7918326220957801,0.7659818725608201,0.7532589946800472,0.7586357016255201,0.7396275435098965,0.7319873027471484,0.7435667912693905,0.7512162457425614,0.7526923753510459,0.7684872449957755,0.7727750407357326,0.7133114384659596,0.7284555320076921,0.7404992048750815,0.7602459487827782,0.7682143840011628,0.7698967338574256,0.7300892203193994,0.7360916063852911,0.7480549844028106,0.7487231852815377,0.7565211417110731,0.7736952686559604,0.7445746274318454,0.7696894913128718,0.7705251015930701,0.7796188532587273,0.7830215994851899,0.7864969052113222,0.7941414103995215,0.7808968905760543,0.772470504818331,0.7784202719258791,0.7725545038406653,0.7722419564754863,0.7766092912358233,0.7766092912358233,0.7682658673505356,0.7746030675865974,0.7754373072832852,0.7695715391980713,0.7766092912358233,0.7730468449242037,0.7718733668477901,0.7549383577383451,0.7773344442644345,0.7813402591970229,0.7585004097214496
seed,PD-252,7,26.8,MKL fl=0.00 w=0.1/q|MKL fl=0.50 w=0.0/q|MKL fl=0.00 w=0.2/s|MKL fl=0.25 w=0.1/q|MKL fl=0.00 w=0.1/q,0.7070977860451546,0.7485611117190065,0.7608837582521794,0.7565725644673014,0.7696702775650144,0.7723018565123828,0.7672411277674436,0.764883101725207,0.7675146806725754,0.764264872159609,0.7616332932122406,0.7695991538096802,0.7672411277674436,0.7725754094175147,0.7675858044279098,0.7689809242440822,0.7641937484042748,0.7565014407119671,0.7565725644673014,0.7700149542254806,0.7753492358755516,0.7506911770069665,0.7556351898457162,0.7889274902432797,0.8064376117007697,0.8117718933508407,0.7963872779662253,0.7963872779662253,0.7796494875442244,0.7822810664915929,0.7981042783674364,0.789770945034103,0.789770945034103,0.7924025239814714,0.7924025239814714,0.7772914615019879,0.7794470583944267,0.7794470583944267,0.7794470583944267,0.7821497610971295,0.7847813400444978,0.7689581281686545,0.7647517963307436,0.809069190648138,0.7950341029288398,0.7475270817376082,0.7000735375735376,0.7608045778120601,0.7396275435098965,0.7513820204605333,0.7664542124542125,0.770418552095492,0.7673867595818816,0.7680626871553556,0.7718582792902434,0.7583250163530668,0.754526481554532,0.7668041688041688,0.7680686474019808,0.7758434760743559,0.772396644578558,0.7558697474067507,0.7586108914932443,0.7515119903943432,0.7519885408708937,0.7721084662974697,0.7800769015158542,0.73508607856742,0.7562147722721966,0.7705251015930701,0.7885978835978836,0.7966842141363754,0.7844418675486791,0.7844418675486791,0.7718258991574896,0.7758009511325415,0.7826183228238023,0.7763053713053714,0.7763053713053714,0.7801039061039061,0.7801039061039061,0.7731838161838163,0.7664417064647779,0.7664417064647779,0.7664417064647779,0.7702758883811516,0.7736090486090486,0.7663592547803073,0.7639849231739264,0.7923964183964184,0.7840789580789581,0.7454369944944188
seed,PD-252,5,26.9,MKL fl=0.25 w=0.0/q|MKL fl=0.00 w=0.0/q|MKL fl=0.50 w=0.4/q|MKL fl=0.25 w=0.2/q|MKL fl=0.50 w=0.4/q,0.7173988766094029,0.7279133384396542,0.7608837582521794,0.7637888901046795,0.7743863296494875,0.7747310063099537,0.7800652879600248,0.7723729802677172,0.7644554473501841,0.7560254586570376,0.7612886165517744,0.7747310063099537,0.7697414013203487,0.7751468067257542,0.7721477550424919,0.7559543349017034,0.7612886165517744,0.7590017142648722,0.7671098223729803,0.7778495094284568,0.7670870262975528,0.7503237042710728,0.7582667687930845,0.7889274902432797,0.8142010431484115,0.8194642010431483,0.8111308677098151,0.8084281650071123,0.7900444979392349,0.7876864718969983,0.797534376481745,0.8001659554291132,0.7924736477368055,0.7951763504395084,0.7874840427472006,0.7928183243972717,0.7845077871393661,0.7898420687894372,0.7898420687894372,0.7951763504395084,0.7928183243972717,0.7767926833716307,0.7644554473501842,0.7951763504395083,0.7951763504395083,0.7530264069737754,0.7173701383846312,0.7369306914234451,0.7396275435098965,0.7487235322532808,0.7645721914545444,0.7694845309263635,0.7776064625585926,0.7701747569499471,0.769686511059725,0.7423137352704442,0.7495421332480156,0.7693081654941107,0.7669758418299792,0.7754177816960299,0.7768341180812577,0.7417685464744288,0.7495315726585077,0.7506638655462184,0.7631773070314445,0.7798601446862315,0.7735769749115924,0.7402450336120128,0.7606977191498804,0.7705251015930701,0.7951772394176618,0.8033728114924944,0.7973077369342692,0.7933666627877155,0.7824696612065033,0.7838247892458419,0.783078544622885,0.7869127265392587,0.7805997750208278,0.7843829683829684,0.7784318744318744,0.7867574569464603,0.7684884688553801,0.7764767948978475,0.7764767948978475,0.7843829683829684,0.7867574569464603,0.7732669744559777,0.769568217315357,0.7845748269958797,0.7845748269958797,0.7445328293519697
seed,PD-252,8,26.9,MKL fl=0.00 w=0.1/q|MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.3/s|MKL fl=0.50 w=0.0/q|MKL fl=0.00 w=0.1/q,0.7197569026516394,0.7464994346573295,0.7608837582521794,0.758657037604406,0.7718149323412482,0.7668253273516431,0.7695280300543458,0.7728717583980742,0.7678821534084692,0.753821534084692,0.7644189736295,0.7671216763322025,0.7570713425976584,0.7547844403107561,0.7628925484188642,0.7641454207243681,0.7694797023744393,0.7540950869898237,0.759429368639895,0.7598451690556953,0.7628925484188642,0.7396551409709304,0.7478717583980742,0.7889274902432797,0.7894262683736368,0.7843655396286975,0.786997118576066,0.7819363898311267,0.7925338293759346,0.7925338293759346,0.7794470583944267,0.7847102162891637,0.787341795236532,0.7926049531312689,0.8002261370682422,0.775867162709268,0.7690520479994163,0.7796494875442244,0.7822810664915929,0.7822810664915929,0.7682459787722946,0.7606247948353213,0.7622515227778386,0.786997118576066,0.786997118576066,0.7450605463763359,0.7185913097084293,0.7563434672025799,0.7396275435098965,0.7461418668477492,0.7658419783022467,0.763316048092106,0.7665839719327543,0.7695806117693665,0.7661301382908429,0.7377108576163485,0.7534439074439074,0.7572322759381583,0.7501382870048738,0.7511772572977282,0.7633113918199224,0.7487260127490842,0.7562178002178003,0.7421858028627428,0.7497953326329772,0.7545577136987637,0.7633113918199224,0.7245399529244871,0.7497313653442309,0.7705251015930701,0.7705976228513542,0.7691587510411041,0.772946725250131,0.7703790122613653,0.7873337298617804,0.7873337298617804,0.7663984084740436,0.7742606514941814,0.7786592528927828,0.787081851024792,0.7938166376138811,0.7730003534577511,0.756046323770782,0.7723463013743519,0.7769703647078263,0.7772878111305358,0.7668336154406422,0.7597604618232026,0.7644960510045815,0.7731338030161561,0.7731338030161561,0.7329818927905377
seed,PD-252,6,27.0,MKL fl=0.00 w=0.1/q|MKL fl=0.00 w=0.1/q|MKL fl=0.00 w=0.0/q|MKL fl=0.25 w=0.1/q|MKL fl=0.25 w=0.4/q,0.7149925228872598,0.72784221468432,0.7608837582521794,0.7672639238428712,0.7723246525878105,0.7750273552905133,0.769966626545574,0.7539409855199329,0.7465933544880914,0.7746115548747128,0.7689809242440822,0.7639913192544772,0.7639913192544772,0.7488802567749937,0.754285662180399,0.7605992632308421,0.7660046686362476,0.7637177663493453,0.7613597403071087,0.7696702775650144,0.7647517963307436,0.7553133092606776,0.7629116971222235,0.7889274902432797,0.8167614983404456,0.8167614983404456,0.7924025239814714,0.787341795236532,0.7899733741839006,0.7872706714811979,0.7947605500237078,0.7973921289710764,0.7924025239814714,0.8003683845789109,0.7977368056315426,0.7894034722982093,0.7948316737790423,0.7948316737790423,0.8027975343764817,0.7894034722982093,0.7867718933508407,0.7868430171061751,0.7619296421928001,0.8167614983404456,0.8167614983404456,0.7553133092606776,0.7097546983880536,0.736622244354867,0.7396275435098965,0.7562194162474667,0.759519782547833,0.7636739266739268,0.7602095033702078,0.7475834856619985,0.7444457230585886,0.7583261128242732,0.7557269720303776,0.7530998241278746,0.7530998241278746,0.7441190623582795,0.75224104001461,0.7392331314061067,0.7465852027579819,0.7472479764964135,0.7488792299072803,0.7659901221508265,0.7639849231739264,0.7435002482651407,0.7592748313333999,0.7705251015930701,0.7995517640254481,0.7995517640254481,0.7810531924446849,0.7789089952478563,0.782840116757925,0.7791255411255411,0.7788175082666113,0.7831051076068423,0.7809269325815151,0.7929872501927295,0.7887826127249342,0.7819580513214255,0.7786356022901847,0.7786356022901847,0.7908877785143107,0.7819580513214255,0.7780269298113567,0.7785267513422867,0.7483817482641013,0.7993386940459081,0.7993386940459081,0.7435002482651407
seed,PD-252,9,26.9,MKL fl=0.00 w=0.0/q|MKL fl=0.00 w=0.1/q|MKL fl=0.00 w=0.3/s|MKL fl=0.25 w=0.0/q|MKL fl=0.25 w=0.0/q,0.7104898420687895,0.722852609694715,0.7608837582521794,0.7556579859211437,0.7505972571762045,0.7532999598789073,0.7559315388262757,0.7696702775650144,0.7589789181894446,0.7509647299120983,0.7535963088594668,0.7562990115621695,0.7566436882226355,0.7566436882226355,0.7486550315497684,0.7559543349017032,0.7612886165517745,0.7639913192544772,0.7617044169675748,0.7566436882226355,0.7453113032060401,0.7503237042710728,0.7529324871430133,0.7889274902432797,0.800094831673779,0.800094831673779,0.7900444979392347,0.7953076558339717,0.7792820148083306,0.7792820148083306,0.7951052266841742,0.7951052266841742,0.8029999635262793,0.794666630192946,0.7760094102199366,0.768317102527629,0.789770945034103,0.7977368056315425,0.7837017179122443,0.7707462523251998,0.770817376080534,0.7631250683882262,0.7483814786446366,0.8054291133238503,0.797095779990517,0.7530264069737754,0.7116503797111026,0.733420591753925,0.7396275435098965,0.7466666147316443,0.7439042618640282,0.7478451190752982,0.7516436538738329,0.7670770595223416,0.760689729391693,0.7395730961324049,0.7432307016847473,0.747171558896017,0.7518456662017033,0.7518456662017033,0.749795236157904,0.7422512917992794,0.7497666141153966,0.7537416660904486,0.755286961748262,0.7521456995017367,0.7457337631755958,0.7400785939206992,0.752990144192472,0.7705251015930701,0.7874463294989611,0.7874463294989611,0.7826788905736274,0.7901350309245047,0.7770566844045105,0.7770566844045105,0.7845340447921558,0.7845340447921558,0.7962719712070223,0.7894888850948222,0.7721147893202687,0.7658018378018377,0.7767222951137198,0.7883325795906906,0.7781958303235067,0.7640734088852957,0.7647035990729101,0.7583906475544792,0.7457220247782909,0.7955277545227076,0.7885686571745942,0.7443663896606563
